name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime,month,successful,condition_1,genre_encoded,company_encoded,director_encoded,writer_encoded,star_encoded,country_encoded,month_converted,season,runtime_range,rating_converted,profit,director_score,company_score,genre_score,star_score,writer_score
Agent Cody Banks,PG,Action,2003,"March 14, 2003 (United States)",5.1,34000.0,Harald Zwart,Ashley Miller,Frankie Muniz,United States,28000000.0,58795814.0,Metro-Goldwyn-Mayer (MGM),102.0,March,1,True,0,1635,1048,329,841,55,3,Winter,Medium,PG,30795814.0,5,5,5,5,5
Ong-Bak: The Thai Warrior,R,Action,2003,"February 11, 2005 (United States)",7.2,72000.0,Prachya Pinkaew,Panna Rittikrai,Tony Jaa,Thailand,0.0,20235426.0,EuropaCorp,105.0,February,1,True,0,983,2241,3240,2665,51,2,Winter,Medium,R,20235426.0,1,5,5,1,1
Bad Santa,R,Comedy,2003,"November 26, 2003 (United States)",7.0,137000.0,Terry Zwigoff,Glenn Ficarra,Billy Bob Thornton,Germany,23000000.0,76490720.0,Columbia Pictures,92.0,November,1,True,4,730,2722,1509,262,15,11,Winter,Medium,R,53490720.0,5,5,5,5,5
Shattered Glass,PG-13,Drama,2003,"November 26, 2003 (United States)",7.1,34000.0,Billy Ray,Buzz Bissinger,Hayden Christensen,United States,6000000.0,2944752.0,Lions Gate Films,94.0,November,0,False,6,1518,270,574,967,55,11,Winter,Medium,PG-13,-3055248.0,5,5,5,5,1
The Lizzie McGuire Movie,PG,Adventure,2003,"May 2, 2003 (United States)",5.5,37000.0,Jim Fall,Susan Estelle Jansen,Hilary Duff,United States,17000000.0,55534455.0,Walt Disney Pictures,94.0,May,1,True,1,2315,1303,4103,991,55,5,Winter,Medium,PG,38534455.0,1,5,5,5,1
The Cooler,R,Drama,2003,"January 16, 2004 (United States)",6.9,33000.0,Wayne Kramer,Frank Hannah,William H. Macy,United States,3200000.0,10464788.0,ContentFilm,101.0,January,1,True,6,753,2869,1382,2764,55,1,Winter,Medium,R,7264788.0,0,1,5,5,1
Cradle 2 the Grave,R,Action,2003,"February 28, 2003 (United States)",5.8,42000.0,Andrzej Bartkowiak,John O'Brien,Jet Li,United States,25000000.0,56489558.0,Warner Bros.,101.0,February,1,True,0,2318,128,2175,1227,55,2,Winter,Medium,R,31489558.0,5,5,5,5,5
Uptown Girls,PG-13,Comedy,2003,"August 15, 2003 (United States)",6.2,36000.0,Boaz Yakin,Julia Dahl,Brittany Murphy,United States,20000000.0,44617342.0,Metro-Goldwyn-Mayer (MGM),92.0,August,1,True,4,1635,280,2336,323,55,8,Winter,Medium,PG-13,24617342.0,5,5,5,1,1
A Mighty Wind,PG-13,Comedy,2003,"May 9, 2003 (United States)",7.2,27000.0,Christopher Guest,Christopher Guest,Christopher Guest,United States,0.0,18750246.0,Castle Rock Entertainment,91.0,May,1,True,4,598,475,736,460,55,5,Winter,Medium,PG-13,18750246.0,0,5,5,1,1
Cold Creek Manor,R,Drama,2003,"September 19, 2003 (United States)",5.0,22000.0,Mike Figgis,Richard Jefferies,Dennis Quaid,United States,0.0,29119434.0,Touchstone Pictures,118.0,September,1,True,6,2230,1967,3540,638,55,9,Winter,Medium,R,29119434.0,1,5,5,5,1
Calendar Girls,PG-13,Comedy,2003,"January 1, 2004 (United States)",6.9,24000.0,Nigel Cole,Juliette Towhidi,Helen Mirren,United Kingdom,10000000.0,93400759.0,Touchstone Pictures,108.0,January,1,True,4,2230,2050,2348,980,54,1,Winter,Medium,PG-13,83400759.0,5,5,5,5,5
Kal Ho Naa Ho,Not Rated,Comedy,2003,"November 28, 2003 (India)",7.9,65000.0,Nikkhil Advani,Niranjan Iyengar,Preity Zinta,India,0.0,13200241.0,Dharma Productions,186.0,November,1,True,4,849,2053,3187,2146,20,11,Winter,Long,Unkown,13200241.0,1,5,5,1,1
View from the Top,PG-13,Comedy,2003,"March 21, 2003 (United States)",5.3,26000.0,Bruno Barreto,Eric Wald,Gwyneth Paltrow,United States,30000000.0,19526014.0,Miramax,87.0,March,0,False,4,1655,345,1301,939,55,3,Winter,Short,PG-13,-10473986.0,0,5,5,5,0
Malibu's Most Wanted,PG-13,Comedy,2003,"April 18, 2003 (United States)",5.2,19000.0,John Whitesell,Fax Bahr,Jamie Kennedy,United States,15000000.0,34622504.0,Warner Bros.,86.0,April,1,True,4,2318,1450,1344,1105,55,4,Winter,Short,PG-13,19622504.0,5,5,5,0,1
Kangaroo Jack,PG,Action,2003,"January 17, 2003 (United States)",4.4,30000.0,David McNally,Steve Bing,Anthony Anderson,United States,60000000.0,88929111.0,Castle Rock Entertainment,89.0,January,0,False,0,598,645,4037,157,55,1,Winter,Short,PG,28929111.0,5,5,5,1,1
The Return,Not Rated,Drama,2003,"June 25, 2003 (Russia)",8.0,44000.0,Andrey Zvyagintsev,Vladimir Moiseenko,Vladimir Garin,Russia,0.0,8482993.0,Ren Film,110.0,June,1,True,6,1954,127,4379,2734,42,6,Winter,Medium,Unkown,8482993.0,1,1,5,1,1
Radio,PG,Biography,2003,"October 24, 2003 (United States)",6.9,39000.0,Michael Tollin,Mike Rich,Cuba Gooding Jr.,United States,35000000.0,53293628.0,Revolution Studios,109.0,October,0,False,3,1964,1943,3050,512,55,10,Winter,Medium,PG,18293628.0,1,5,5,5,5
The Recruit,PG-13,Action,2003,"January 31, 2003 (United States)",6.6,131000.0,Roger Donaldson,Roger Towne,Al Pacino,United States,46000000.0,101191884.0,Touchstone Pictures,115.0,January,1,True,0,2230,2418,3719,37,55,1,Winter,Medium,PG-13,55191884.0,5,5,5,5,5
Coffee and Cigarettes,R,Comedy,2003,"June 11, 2004 (United States)",7.1,61000.0,Jim Jarmusch,Jim Jarmusch,Bill Murray,United States,0.0,7929307.0,Asmik Ace Entertainment,95.0,June,1,True,4,259,1308,2012,254,55,6,Winter,Medium,R,7929307.0,5,1,5,5,5
Young Adam,NC-17,Crime,2003,"September 26, 2003 (United Kingdom)",6.4,13000.0,David Mackenzie,Alexander Trocchi,Ewan McGregor,United Kingdom,6400000.0,2561820.0,Recorded Picture Company (RPC),98.0,September,0,False,5,1937,643,125,803,54,9,Winter,Medium,R,-3838180.0,1,1,5,5,0
Hollywood Homicide,PG-13,Action,2003,"June 13, 2003 (United States)",5.3,36000.0,Ron Shelton,Robert Souza,Harrison Ford,United States,75000000.0,51142659.0,Revolution Studios,116.0,June,0,False,0,1964,2433,3676,959,55,6,Winter,Medium,PG-13,-23857341.0,5,5,5,5,0
Evil,Not Rated,Drama,2003,"September 26, 2003 (Sweden)",7.8,36000.0,Mikael Håfström,Jan Guillou,Andreas Wilson,Sweden,0.0,528245.0,Moviola Film och Television AB,113.0,September,1,True,6,1677,1961,1834,114,48,9,Winter,Medium,Unkown,528245.0,5,1,5,1,1
National Security,PG-13,Action,2003,"January 17, 2003 (United States)",5.6,49000.0,Dennis Dugan,Jay Scherick,Martin Lawrence,United States,0.0,50097949.0,Columbia Pictures,88.0,January,1,True,0,730,698,1883,1765,55,1,Winter,Short,PG-13,50097949.0,5,5,5,5,1
The Triplets of Belleville,PG-13,Animation,2003,"February 13, 2004 (United States)",7.8,51000.0,Sylvain Chomet,Sylvain Chomet,Michèle Caucheteux,France,9500000.0,14776760.0,Les Armateurs,80.0,February,0,False,2,1487,2686,4120,1899,14,2,Winter,Short,PG-13,5276760.0,1,0,5,1,1
Untold Scandal,Unknown,Drama,2003,"October 2, 2003 (South Korea)",6.9,2200.0,Je-yong Lee,Dae-woo Kim,Mi-sook Lee,South Korea,0.0,5762801.0,B.O.M. Film Productions Co.,124.0,October,1,True,6,303,1229,830,1843,45,10,Winter,Long,Unkown,5762801.0,1,1,5,1,1
Twentynine Palms,Unrated,Drama,2003,"September 17, 2003 (France)",5.2,4400.0,Bruno Dumont,Bruno Dumont,Yekaterina Golubeva,France,0.0,167999.0,3B Productions,119.0,September,1,True,6,31,346,564,2785,14,9,Winter,Medium,Unkown,167999.0,1,1,5,1,1
Stuck on You,PG-13,Comedy,2003,"December 12, 2003 (United States)",5.7,52000.0,Bobby Farrelly,Charles B. Wessler,Matt Damon,United States,55000000.0,65784503.0,Twentieth Century Fox,118.0,December,0,False,4,2251,296,640,1788,55,12,Winter,Medium,PG-13,10784503.0,5,5,5,5,1
Ned Kelly,R,Action,2003,"March 26, 2004 (United States)",6.5,26000.0,Gregor Jordan,Robert Drewe,Heath Ledger,Australia,0.0,6585516.0,Australian Film Finance Corporation (AFFC),110.0,March,1,True,0,286,1010,3619,969,2,3,Winter,Medium,R,6585516.0,0,5,5,5,1
Tokyo Godfathers,PG-13,Animation,2003,"November 8, 2003 (Japan)",7.8,33000.0,Satoshi Kon,Satoshi Kon,Tôru Emori,Japan,0.0,453133.0,Madhouse,92.0,November,1,True,2,1571,2500,3850,2691,27,11,Winter,Medium,PG-13,453133.0,1,1,5,1,1
Dorm Daze,R,Comedy,2003,"August 20, 2004 (Russia)",4.6,7700.0,David Hillenbrand,Pat Casey,Tatyana Ali,United States,0.0,436365.0,National Lampoon,96.0,August,1,True,4,1701,627,3252,2564,55,8,Winter,Medium,R,436365.0,1,5,5,1,5
The Blind Swordsman: Zatoichi,R,Action,2003,"September 6, 2003 (Japan)",7.5,48000.0,Takeshi Kitano,Takeshi Kitano,Takeshi Kitano,Japan,0.0,34196922.0,Asahi National Broadcasting Company,116.0,September,1,True,0,252,2696,4136,2549,27,9,Winter,Medium,R,34196922.0,1,1,5,1,1
Bright Young Things,R,Comedy,2003,"October 3, 2003 (United Kingdom)",6.6,5400.0,Stephen Fry,Stephen Fry,Stephen Campbell Moore,United Kingdom,0.0,2905499.0,The Film Consortium,102.0,October,1,True,4,2177,2604,4005,2486,54,10,Winter,Medium,R,2905499.0,1,1,5,5,1
Love Me If You Dare,R,Comedy,2003,"May 28, 2004 (United States)",7.6,68000.0,Yann Samuell,Yann Samuell,Guillaume Canet,France,0.0,8604201.0,Nord-Ouest Films,93.0,May,1,True,4,1736,2919,4500,934,14,5,Winter,Medium,R,8604201.0,1,1,5,1,1
Bulletproof Monk,PG-13,Action,2003,"April 16, 2003 (United States)",5.5,48000.0,Paul Hunter,Ethan Reiff,Chow Yun-Fat,United States,52000000.0,37713879.0,Metro-Goldwyn-Mayer (MGM),104.0,April,0,False,0,1635,2139,1324,420,55,4,Winter,Medium,PG-13,-14286121.0,0,5,5,5,0
Down with Love,PG-13,Comedy,2003,"May 16, 2003 (United States)",6.3,40000.0,Peyton Reed,Eve Ahlert,Ewan McGregor,United States,35000000.0,39468111.0,Fox 2000 Pictures,101.0,May,0,False,4,1108,2218,1329,803,55,5,Winter,Medium,PG-13,4468111.0,5,5,5,5,1
Biker Boyz,PG-13,Action,2003,"January 31, 2003 (United States)",4.7,13000.0,Reggie Rock Bythewood,Michael Gougis,Laurence Fishburne,United States,24000000.0,23510621.0,Dreamworks Pictures,110.0,January,0,False,0,888,2277,2950,1575,55,1,Winter,Medium,PG-13,-489379.0,0,5,5,0,0
The Green Butchers,R,Comedy,2003,"March 21, 2003 (Denmark)",7.3,21000.0,Anders Thomas Jensen,Anders Thomas Jensen,Nikolaj Lie Kaas,Denmark,0.0,3783.0,M&M Productions,100.0,March,1,True,4,1552,100,179,2004,11,3,Winter,Medium,R,3783.0,1,1,5,1,1
The Medallion,PG-13,Action,2003,"August 22, 2003 (United States)",5.3,40000.0,Gordon Chan,Alfred Cheung,Jackie Chan,Hong Kong,41000000.0,34268701.0,Emperor Multimedia Group (EMG),88.0,August,0,False,0,942,993,131,1051,17,8,Winter,Short,PG-13,-6731299.0,0,0,5,5,0
American Splendor,R,Biography,2003,"September 12, 2003 (United States)",7.4,48000.0,Shari Springer Berman,Harvey Pekar,Paul Giamatti,United States,0.0,7986084.0,Good Machine,101.0,September,1,True,3,1181,2546,1615,2079,55,9,Winter,Medium,R,7986084.0,1,5,5,5,1
The Shape of Things,R,Comedy,2003,"May 16, 2003 (United States)",6.7,11000.0,Neil LaBute,Neil LaBute,Paul Rudd,United States,4000000.0,826617.0,Mepris Films,96.0,May,0,False,4,1631,2017,3131,2091,55,5,Winter,Medium,R,-3173383.0,1,0,5,5,0
Party Monster,R,Biography,2003,"October 17, 2003 (United Kingdom)",6.3,15000.0,Fenton Bailey,Fenton Bailey,Macaulay Culkin,United States,5000000.0,782606.0,World of Wonder Productions,98.0,October,0,False,3,2355,845,1349,1695,55,10,Winter,Medium,R,-4217394.0,0,0,5,5,0
Bringing Down the House,PG-13,Comedy,2003,"March 7, 2003 (United States)",5.6,35000.0,Adam Shankman,Jason Filardi,Steve Martin,United States,33000000.0,164729679.0,Touchstone Pictures,105.0,March,1,True,4,2230,21,1859,2507,55,3,Winter,Medium,PG-13,131729679.0,5,5,5,5,5
Willard,PG-13,Drama,2003,"March 14, 2003 (United States)",6.1,18000.0,Glen Morgan,Glen Morgan,Crispin Glover,Canada,20000000.0,8564586.0,New Line Cinema,100.0,March,0,False,6,1711,987,1508,510,6,3,Winter,Medium,PG-13,-11435414.0,1,5,5,0,5
Love Don't Cost a Thing,PG-13,Comedy,2003,"December 12, 2003 (United States)",5.2,8200.0,Troy Byer,Michael Swerdlick,Nick Cannon,United States,0.0,21964072.0,Alcon Entertainment,100.0,December,1,True,4,117,2828,3012,1988,55,12,Winter,Medium,PG-13,21964072.0,1,5,5,5,5
The Best of Youth,R,Drama,2003,"June 20, 2003 (Italy)",8.5,21000.0,Marco Tullio Giordana,Sandro Petraglia,Luigi Lo Cascio,Italy,0.0,2799773.0,BiBi Film,366.0,June,1,True,6,391,1766,3828,1684,25,6,Winter,Long,R,2799773.0,1,1,5,1,1
The in-Laws,PG-13,Action,2003,"May 23, 2003 (United States)",5.7,16000.0,Andrew Fleming,Andrew Bergman,Albert Brooks,United States,40000000.0,26891849.0,Franchise Pictures,98.0,May,0,False,0,1114,113,191,47,55,5,Winter,Medium,PG-13,-13108151.0,1,0,5,5,1
Confidence,R,Crime,2003,"April 25, 2003 (United States)",6.7,34000.0,James Foley,Doug Jung,Edward Burns,United States,15000000.0,23014206.0,Lions Gate Films,97.0,April,0,False,5,1518,1162,1156,717,55,4,Winter,Medium,R,8014206.0,5,5,5,0,1
Latter Days,R,Comedy,2003,"July 1, 2004 (Israel)",7.0,17000.0,C. Jay Cox,C. Jay Cox,Wes Ramsey,United States,850000.0,865028.0,Funny Boy Films,107.0,July,0,False,4,1128,366,579,2746,55,7,Winter,Medium,R,15028.0,1,1,5,1,1
Beyond Borders,R,Adventure,2003,"October 24, 2003 (United States)",6.5,26000.0,Martin Campbell,Caspian Tredwell-Owen,Clive Owen,Germany,35000000.0,11705002.0,Mandalay Pictures,127.0,October,0,False,1,1586,1822,619,484,15,10,Winter,Long,R,-23294998.0,5,0,5,5,1
It Runs in the Family,PG-13,Comedy,2003,"April 25, 2003 (United States)",5.6,4700.0,Fred Schepisi,Jesse Wigutow,Kirk Douglas,United States,0.0,8211508.0,Buena Vista International,109.0,April,1,True,4,506,892,1988,1514,55,4,Winter,Medium,PG-13,8211508.0,0,5,5,1,1
Chasing Papi,PG,Comedy,2003,"April 16, 2003 (United States)",4.8,4000.0,Linda Mendoza,Laura Angelica Simon,Eduardo Verástegui,United States,0.0,12661189.0,Fox 2000 Pictures,80.0,April,1,True,4,1108,1697,2529,715,55,4,Winter,Short,PG,12661189.0,1,5,5,1,1
The Fighting Temptations,PG-13,Comedy,2003,"September 19, 2003 (United States)",5.6,6900.0,Jonathan Lynn,Elizabeth Hunter,Cuba Gooding Jr.,United States,30000000.0,33972062.0,Paramount Pictures,123.0,September,0,False,4,1810,1480,1253,512,55,9,Winter,Long,PG-13,3972062.0,5,5,5,5,1
Anything Else,R,Comedy,2003,"September 19, 2003 (United States)",6.3,30000.0,Woody Allen,Woody Allen,Woody Allen,United States,18000000.0,13585075.0,Dreamworks Pictures,108.0,September,0,False,4,888,2912,4495,2777,55,9,Winter,Medium,R,-4414925.0,5,5,5,5,5
I Capture the Castle,R,Drama,2003,"August 8, 2003 (United States)",6.9,7200.0,Tim Fywell,Dodie Smith,Romola Garai,United Kingdom,8000000.0,6586341.0,BBC Films,113.0,August,0,False,6,305,2745,1121,2273,54,8,Winter,Medium,R,-1413659.0,1,5,5,0,5
Camp,PG-13,Comedy,2003,"August 29, 2003 (United States)",6.2,5700.0,Todd Graff,Todd Graff,Don Dixon,United States,0.0,2707738.0,IFC Productions,114.0,August,1,True,4,1299,2762,4241,673,55,8,Winter,Medium,PG-13,2707738.0,1,5,5,1,0
The Jungle Book 2,G,Animation,2003,"February 14, 2003 (United States)",5.4,15000.0,Steve Trenbirth,Karl Geurs,John Goodman,United States,20000000.0,186303759.0,Disney Television Animation,72.0,February,1,True,2,862,2643,2387,1295,55,2,Winter,Short,G,166303759.0,5,5,5,5,5
My Boss's Daughter,PG-13,Comedy,2003,"August 22, 2003 (United States)",4.7,29000.0,David Zucker,David Dorfman,Ashton Kutcher,United States,14000000.0,18191005.0,Dimension Films,86.0,August,0,False,4,857,680,953,187,55,8,Winter,Short,PG-13,4191005.0,5,5,5,5,5
A Guy Thing,PG-13,Comedy,2003,"January 17, 2003 (United States)",5.6,17000.0,Chris Koch,Greg Glienna,Jason Lee,United States,20000000.0,17432163.0,Metro-Goldwyn-Mayer (MGM),101.0,January,0,False,4,1635,440,1535,1133,55,1,Winter,Medium,PG-13,-2567837.0,1,5,5,5,5
Intermission,R,Comedy,2003,"April 16, 2004 (United States)",6.8,15000.0,John Crowley,Mark O'Rowe,Cillian Murphy,Ireland,5000000.0,5175215.0,British Broadcasting Corporation (BBC),105.0,April,0,False,4,477,1377,2783,473,23,4,Winter,Medium,R,175215.0,1,0,5,5,1
All the Real Girls,R,Drama,2003,"August 1, 2003 (United Kingdom)",6.8,10000.0,David Gordon Green,David Gordon Green,Zooey Deschanel,United States,2500000.0,579986.0,Jasmine Productions Inc.,108.0,August,0,False,6,1380,622,970,2810,55,8,Winter,Medium,R,-1920014.0,5,0,5,5,0
From Justin to Kelly,PG,Comedy,2003,"June 20, 2003 (United States)",2.1,25000.0,Robert Iscove,Kim Fuller,Kelly Clarkson,United States,12000000.0,4928883.0,19 Entertainment,81.0,June,0,False,4,10,2374,2475,1472,55,6,Winter,Short,PG,-7071117.0,5,0,5,0,0
Owning Mahowny,R,Crime,2003,"September 25, 2003 (Argentina)",7.1,13000.0,Richard Kwietniowski,Gary Stephen Ross,Philip Seymour Hoffman,Canada,10000000.0,1271244.0,Alliance Atlantis Communications,104.0,September,0,False,5,138,2302,1434,2135,6,9,Winter,Medium,R,-8728756.0,0,0,5,1,0
Head of State,PG-13,Comedy,2003,"March 28, 2003 (United States)",5.5,18000.0,Chris Rock,Chris Rock,Chris Rock,United States,35200000.0,38620484.0,Dreamworks Pictures,95.0,March,0,False,4,888,450,709,438,55,3,Winter,Medium,PG-13,3420484.0,1,5,5,5,1
The Singing Detective,R,Comedy,2003,"November 14, 2003 (Brazil)",5.5,8200.0,Keith Gordon,Dennis Potter,Robert Downey Jr.,United States,8000000.0,435625.0,Icon Productions,109.0,November,0,False,4,1310,1571,1087,2239,55,11,Winter,Medium,R,-7564375.0,0,5,5,5,0
Pieces of April,PG-13,Comedy,2003,"November 28, 2003 (United States)",7.0,20000.0,Peter Hedges,Peter Hedges,Katie Holmes,United States,300000.0,3282321.0,United Artists,80.0,November,1,True,4,2270,2185,3372,1453,55,11,Winter,Short,PG-13,2982321.0,5,5,5,0,1
Code 46,R,Drama,2003,"September 17, 2004 (United Kingdom)",6.2,20000.0,Michael Winterbottom,Frank Cottrell Boyce,Tim Robbins,United Kingdom,7500000.0,886018.0,BBC Films,93.0,September,0,False,6,305,1948,1373,2615,54,9,Winter,Medium,R,-6613982.0,0,5,5,0,1
Time of the Wolf,R,Drama,2003,"October 8, 2003 (France)",6.6,10000.0,Michael Haneke,Michael Haneke,Isabelle Huppert,France,0.0,499149.0,Arte France Cinéma,114.0,October,1,True,6,241,1909,2954,1037,14,10,Winter,Medium,R,499149.0,1,1,5,1,1
Barely Legal,R,Comedy,2003,"May 25, 2006 (Thailand)",4.7,5900.0,David Mickey Evans,David H. Steinberg,Erik von Detten,Germany,0.0,83439.0,International West Pictures (IWP),90.0,May,1,True,4,1350,647,975,786,15,5,Winter,Medium,R,83439.0,5,1,5,1,0
Nathalie...,Unknown,Drama,2003,"January 7, 2004 (France)",6.3,4500.0,Anne Fontaine,Philippe Blasband,Fanny Ardant,France,0.0,5254422.0,Les Films Alain Sarde,100.0,January,1,True,6,1492,152,3420,811,14,1,Winter,Medium,Unkown,5254422.0,1,1,5,1,1
The Order,R,Horror,2003,"September 5, 2003 (United States)",5.2,17000.0,Brian Helgeland,Brian Helgeland,Heath Ledger,United States,38000000.0,11560806.0,Twentieth Century Fox,102.0,September,0,False,10,2251,323,529,969,55,9,Winter,Medium,R,-26439194.0,5,5,5,5,5
Gozu,R,Crime,2003,"July 14, 2004 (France)",7.0,11000.0,Takashi Miike,Sakichi Sato,Yûta Sone,Japan,0.0,58202.0,Rakueisha,129.0,July,1,True,5,1930,2694,3815,2790,27,7,Winter,Long,R,58202.0,1,1,5,1,0
Veronica Guerin,R,Biography,2003,"October 17, 2003 (United States)",6.9,20000.0,Joel Schumacher,Carol Doyle,Cate Blanchett,Ireland,17000000.0,9439660.0,Touchstone Pictures,98.0,October,0,False,3,2230,1355,603,368,23,10,Winter,Medium,R,-7560340.0,5,5,5,5,0
Shade,R,Crime,2003,"May 9, 2004 (United States)",6.3,12000.0,Damian Nieman,Damian Nieman,Joe Nicolo,United States,10000000.0,459098.0,Cobalt Media Group,101.0,May,0,False,5,718,549,833,1266,55,5,Winter,Medium,R,-9540902.0,0,0,5,0,0
The Mother,R,Drama,2003,"June 18, 2004 (United States)",6.8,4000.0,Roger Michell,Hanif Kureishi,Anne Reid,United Kingdom,2500000.0,3039587.0,BBC Films,112.0,June,0,False,6,305,2421,1592,151,54,6,Winter,Medium,R,539587.0,5,5,5,1,1
Sylvia,R,Biography,2003,"October 31, 2003 (United States)",6.3,10000.0,Christine Jeffs,John Brownlow,Gwyneth Paltrow,United Kingdom,0.0,2917393.0,BBC Films,100.0,October,1,True,3,305,466,2091,939,54,10,Winter,Medium,R,2917393.0,1,5,5,5,1
Rugrats Go Wild,PG,Animation,2003,"June 13, 2003 (United States)",5.6,7900.0,John Eng,Kate Boutilier,Jodi Carlisle,United States,25000000.0,55250496.0,Klasky-Csupo,80.0,June,1,True,2,1429,1383,2394,1259,55,6,Winter,Short,PG,30250496.0,1,1,5,1,1
The Divorce,PG-13,Comedy,2003,"August 29, 2003 (United States)",4.9,11000.0,James Ivory,Diane Johnson,Kate Hudson,United States,0.0,12991996.0,Merchant Ivory Productions,117.0,August,1,True,4,1632,1171,1108,1435,55,8,Winter,Medium,PG-13,12991996.0,1,1,5,5,1
Luther,PG-13,Biography,2003,"September 26, 2003 (United States)",6.6,15000.0,Eric Till,Camille Thomasson,Joseph Fiennes,Germany,30000000.0,29632684.0,Eikon Film,123.0,September,0,False,3,924,817,584,1349,15,9,Winter,Long,PG-13,-367316.0,1,0,5,1,0
Pride and Prejudice,PG,Comedy,2003,"December 5, 2003 (United States)",5.1,2500.0,Andrew Black,Jane Austen,Kam Heskin,United States,0.0,377271.0,Bestboy Pictures,104.0,December,1,True,4,387,108,1840,1416,55,12,Winter,Medium,PG,377271.0,1,1,5,1,5
Saints and Soldiers,PG-13,Action,2003,"March 25, 2005 (United States)",6.7,20000.0,Ryan Little,Geoffrey Panos,Corbin Allred,United States,780000.0,1310470.0,Go Films,90.0,March,0,False,0,1165,2459,1455,502,55,3,Winter,Medium,PG-13,530470.0,1,1,5,1,1
Carandiru,R,Drama,2003,"April 11, 2003 (Brazil)",7.6,19000.0,Hector Babenco,Hector Babenco,Enrique Diaz,Brazil,0.0,10781635.0,BR Petrobrás,145.0,April,1,True,6,317,1062,1619,775,5,4,Winter,Long,R,10781635.0,0,1,5,1,1
